Differences
"['21201037', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201156', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201041', '103', 'risky_overdue_wilful_settled_acc_last_5_years_experian']","['21201194', '106', 'BAND_NOT_FOUND']"
"['21201156', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201234', '101', 'risky_profile_employment_status']"
"['21201194', '106', 'BAND_NOT_FOUND']","['21201241', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201234', '101', 'risky_profile_employment_status']","['21201250', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201241', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201274', '105', 'intentScore calculation pending']"
"['21201250', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201297', '105', 'intentScore calculation pending']"
"['21201274', '106', 'BAND_NOT_FOUND']","['21201351', '251771', 'PENDING_SUBSEGMENT__PENDING_DATA_UPLOAD']"
"['21201297', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201375', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201351', '251771', 'PENDING_SUBSEGMENT__PENDING_DATA_UPLOAD']","['21201392', '110', 'REJECTED_BY_CATEGORY_AGG_QUERY']"
"['21201375', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201394', '105', 'intentScore calculation pending']"
"['21201392', '110', 'REJECTED_BY_CATEGORY_AGG_QUERY']","['21201414', '110', 'REJECTED_BY_CATEGORY_AGG_QUERY']"
"['21201394', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201437', '107', 'BANK_STMT_REQUIRED']"
"['21201414', '110', 'REJECTED_BY_CATEGORY_AGG_QUERY']","['21201438', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201437', '107', 'BANK_STMT_REQUIRED']","['21201441', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201438', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201442', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201441', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201448', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201442', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201466', '105', 'intentFeature calculation pending']"
"['21201448', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201468', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201466', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201469', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201468', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201479', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201469', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201484', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201479', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201487', '107', 'BANK_STMT_REQUIRED']"
"['21201484', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201489', '101', 'risky_profile_monthly_income']"
"['21201487', '107', 'BANK_STMT_REQUIRED']","['21201491', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201489', '101', 'risky_profile_monthly_income']","['21201496', '107', 'BANK_STMT_REQUIRED']"
"['21201491', '110', 'REJECTED_BY_CATEGORY_AGG_QUERY']","['21201497', '103', 'risky_experian_email_and_pan']"
"['21201496', '107', 'BANK_STMT_REQUIRED']","['21201498', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201497', '103', 'risky_experian_email_and_pan']","['21201501', '101', 'risky_profile_age_new_user']"
"['21201498', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201502', '110', 'REJECTED_BY_CATEGORY_AGG_QUERY']"
"['21201501', '101', 'risky_profile_age_new_user']","['21201503', '101', 'risky_profile_age_new_user']"
"['21201502', '110', 'REJECTED_BY_CATEGORY_AGG_QUERY']","['21201506', '101', 'risky_profile_employment_status']"
"['21201503', '101', 'risky_profile_age_new_user']","['21201511', '106', 'BAND_NOT_FOUND']"
"['21201506', '101', 'risky_profile_employment_status']","['21201514', '103', 'risky_experian_acc_and_sms_overdue']"
"['21201511', '103', 'BS_CHRONIC_POLICY_REJECT']","['21201515', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201514', '103', 'risky_experian_acc_and_sms_overdue']","['21201517', '110', 'Default Reject value -555 found for capacity Feature Capacity_Amount_Level1']"
"['21201515', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201521', '103', 'risky_experian_data_match_scorecard']"
"['21201517', '105', 'intentScore calculation pending']","['21201523', '101', 'risky_profile_employment_status']"
"['21201521', '103', 'risky_experian_data_match_scorecard']","['21201526', '106', 'BAND_NOT_FOUND']"
"['21201523', '101', 'risky_profile_employment_status']","['21201532', '101', 'risky_profile_employment_status']"
"['21201526', '106', 'BAND_NOT_FOUND']","['21201533', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201532', '101', 'risky_profile_employment_status']","['21201535', '105', 'intentScore calculation pending']"
"['21201533', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201537', '101', 'risky_profile_age_new_user']"
"['21201535', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201538', '101', 'risky_profile_monthly_income']"
"['21201537', '101', 'risky_profile_age_new_user']","['21201540', '101', 'risky_profile_age_new_user']"
"['21201538', '101', 'risky_profile_monthly_income']","['21201541', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201540', '101', 'risky_profile_age_new_user']","['21201542', '105', 'intentScore calculation pending']"
"['21201541', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201543', '101', 'risky_profile_employment_status']"
"['21201542', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201545', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201543', '101', 'risky_profile_employment_status']","['21201546', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201545', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201548', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201546', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201551', '107', 'BANK_STMT_REQUIRED']"
"['21201548', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201555', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201551', '107', 'BANK_STMT_REQUIRED']","['21201557', '101', 'risky_profile_employment_status']"
"['21201555', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201558', '103', 'risky_full_experian_overdue_wilful_settled_acc_last_3_years']"
"['21201557', '101', 'risky_profile_employment_status']","['21201559', '107', 'BANK_STMT_REQUIRED']"
"['21201558', '103', 'risky_full_experian_overdue_wilful_settled_acc_last_3_years']","['21201560', '101', 'risky_profile_monthly_income']"
"['21201559', '107', 'BANK_STMT_REQUIRED']","['21201561', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201560', '101', 'risky_profile_monthly_income']","['21201562', '101', 'risky_profile_employment_status']"
"['21201561', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201563', '105', 'intentScore calculation pending']"
"['21201562', '101', 'risky_profile_employment_status']","['21201564', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201563', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201565', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201564', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201569', '105', 'intentFeature calculation pending']"
"['21201565', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201570', '103', 'risky_experian_scorecard_v1_v2']"
"['21201569', '103', 'risky_experian_email_phone_validation_failed']","['21201572', '105', 'intentScore calculation pending']"
"['21201570', '103', 'risky_experian_scorecard_v1_v2']","['21201573', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201572', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201574', '103', 'risky_emp_rb_ss']"
"['21201573', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201576', '106', 'BAND_NOT_FOUND']"
"['21201574', '103', 'risky_emp_rb_ss']","['21201577', '31662', 'CATEGORY_CONDITIONS_FAILED']"
"['21201576', '106', 'BAND_NOT_FOUND']","['21201578', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201577', '31662', 'CATEGORY_CONDITIONS_FAILED']","['21201579', '101', 'risky_profile_age_new_user']"
"['21201578', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201582', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201579', '101', 'risky_profile_age_new_user']","['21201583', '101', 'risky_profile_employment_status']"
"['21201582', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201587', '105', 'intentScore calculation pending']"
"['21201583', '101', 'risky_profile_employment_status']","['21201589', '101', 'risky_profile_age_new_user']"
"['21201587', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201590', '110', 'REJECTED_BY_CATEGORY_AGG_QUERY']"
"['21201589', '101', 'risky_profile_age_new_user']","['21201592', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201590', '110', 'REJECTED_BY_CATEGORY_AGG_QUERY']","['21201595', '105', 'intentScore calculation pending']"
"['21201592', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201596', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201595', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201597', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201596', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201599', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201597', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201601', '113', 'risky_apps_feature']"
"['21201599', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201602', '105', 'intentScore calculation pending']"
"['21201601', '113', 'risky_apps_feature']","['21201603', '31662', 'NO_ACTIVE_CATEGORY_FOUND']"
"['21201602', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201604', '101', 'risky_profile_age_new_user']"
"['21201603', '107', 'BANK_STMT_REQUIRED']","['21201605', '101', 'risky_profile_employment_status']"
"['21201604', '101', 'risky_profile_age_new_user']","['21201607', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201605', '101', 'risky_profile_employment_status']","['21201608', '107', 'BANK_STMT_REQUIRED']"
"['21201607', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201613', '101', 'risky_profile_employment_status']"
"['21201608', '107', 'BANK_STMT_REQUIRED']","['21201614', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201613', '101', 'risky_profile_employment_status']","['21201615', '107', 'BANK_STMT_REQUIRED']"
"['21201614', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201616', '107', 'BANK_STMT_REQUIRED']"
"['21201615', '107', 'BANK_STMT_REQUIRED']","['21201617', '106', 'BAND_NOT_FOUND']"
"['21201616', '107', 'BANK_STMT_REQUIRED']","['21201618', '251771', 'PENDING_SUBSEGMENT__PENDING_DATA_UPLOAD']"
"['21201617', '106', 'BAND_NOT_FOUND']","['21201619', '107', 'BANK_STMT_REQUIRED']"
"['21201618', '251771', 'PENDING_SUBSEGMENT__PENDING_DATA_UPLOAD']","['21201622', '101', 'risky_profile_employment_status']"
"['21201619', '107', 'BANK_STMT_REQUIRED']","['21201625', '105', 'intentScore calculation pending']"
"['21201622', '101', 'risky_profile_employment_status']","['21201628', '105', 'intentScore calculation pending']"
"['21201625', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201629', '107', 'BANK_STMT_REQUIRED']"
"['21201628', '110', 'REJECTED_BY_CATEGORY_AGG_QUERY']","['21201630', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201629', '107', 'BANK_STMT_REQUIRED']","['21201631', '101', 'risky_profile_monthly_income']"
"['21201630', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201632', '107', 'BANK_STMT_REQUIRED']"
"['21201631', '101', 'risky_profile_monthly_income']","['21201633', '31662', 'CATEGORY_CONDITIONS_FAILED']"
"['21201632', '107', 'BANK_STMT_REQUIRED']","['21201634', '101', 'risky_profile_employment_status']"
"['21201633', '31662', 'CATEGORY_CONDITIONS_FAILED']","['21201637', '107', 'BANK_STMT_REQUIRED']"
"['21201634', '101', 'risky_profile_employment_status']","['21201638', '101', 'risky_profile_age_new_user']"
"['21201637', '107', 'BANK_STMT_REQUIRED']","['21201639', '107', 'BANK_STMT_REQUIRED']"
"['21201638', '101', 'risky_profile_age_new_user']","['21201640', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201639', '107', 'BANK_STMT_REQUIRED']","['21201641', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201640', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201643', '105', 'intentScore calculation pending']"
"['21201641', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201644', '101', 'risky_profile_monthly_income']"
"['21201643', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201645', '105', 'intentScore calculation pending']"
"['21201644', '101', 'risky_profile_monthly_income']","['21201647', '105', 'intentScore calculation pending']"
"['21201645', '110', 'REJECTED_BY_CATEGORY_AGG_QUERY']","['21201649', '101', 'risky_profile_age_new_user']"
"['21201647', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201651', '105', 'intentScore calculation pending']"
"['21201649', '101', 'risky_profile_age_new_user']","['21201654', '105', 'intentScore calculation pending']"
"['21201651', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201655', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201654', '110', 'REJECTED_BY_CATEGORY_AGG_QUERY']","['21201657', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201655', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201658', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201657', '110', 'REJECTED_BY_CATEGORY_AGG_QUERY']","['21201659', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201658', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201660', '105', 'intentScore calculation pending']"
"['21201659', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201663', '107', 'BANK_STMT_REQUIRED']"
"['21201660', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201664', '105', 'intentScore calculation pending']"
"['21201663', '107', 'BANK_STMT_REQUIRED']","['21201666', '105', 'intentScore calculation pending']"
"['21201664', '110', 'REJECTED_BY_CATEGORY_AGG_QUERY']","['21201667', '101', 'risky_profile_employment_status']"
"['21201666', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201670', '103', 'NEW_Chronic_trimming_Signal']"
"['21201667', '101', 'risky_profile_employment_status']","['21201673', '105', 'intentScore calculation pending']"
"['21201670', '103', 'NEW_Chronic_trimming_Signal']","['21201674', '105', 'intentScore calculation pending']"
"['21201673', '105', 'intentScore calculation pending']","['21201675', '101', 'risky_profile_employment_status']"
"['21201674', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201683', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201675', '101', 'risky_profile_employment_status']","['21201684', '101', 'risky_profile_employment_status']"
"['21201683', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201685', '103', 'risky_overdue_wilful_settled_acc_last_5_years_experian']"
"['21201684', '101', 'risky_profile_employment_status']","['21201687', '105', 'intentScore calculation pending']"
"['21201685', '103', 'risky_overdue_wilful_settled_acc_last_5_years_experian']","['21201688', '101', 'risky_profile_age_new_user']"
"['21201687', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201690', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201688', '101', 'risky_profile_age_new_user']","['21201691', '113', 'risky_apps_feature']"
"['21201690', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201692', '110', 'REJECTED_BY_CATEGORY_AGG_QUERY']"
"['21201691', '113', 'risky_apps_feature']","['21201694', '105', 'intentScore calculation pending']"
"['21201692', '110', 'REJECTED_BY_CATEGORY_AGG_QUERY']","['21201695', '103', 'risky_overdue_wilful_settled_acc_last_5_years_experian']"
"['21201694', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201696', '101', 'risky_profile_age_new_user']"
"['21201695', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201697', '101', 'risky_profile_employment_status']"
"['21201696', '101', 'risky_profile_age_new_user']","['21201699', '105', 'intentFeature calculation pending']"
"['21201697', '101', 'risky_profile_employment_status']","['21201700', '105', 'intentScore calculation pending']"
"['21201699', '105', 'intentFeature calculation pending']","['21201702', '101', 'risky_profile_employment_status']"
"['21201700', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201705', '113', 'risky_apps_feature']"
"['21201702', '101', 'risky_profile_employment_status']","['21201706', '105', 'intentScore calculation pending']"
"['21201705', '105', 'intentScore calculation pending']","['21201708', '107', 'BANK_STMT_REQUIRED']"
"['21201706', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201709', '107', 'BANK_STMT_REQUIRED']"
"['21201708', '107', 'BANK_STMT_REQUIRED']","['21201710', '110', 'REJECTED_BY_CATEGORY_AGG_QUERY']"
"['21201709', '107', 'BANK_STMT_REQUIRED']","['21201713', '105', 'intentScore calculation pending']"
"['21201710', '105', 'intentScore calculation pending']","['21201714', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201713', '105', 'intentScore calculation pending']","['21201715', '101', 'risky_profile_employment_status']"
"['21201714', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201718', '101', 'risky_profile_employment_status']"
"['21201715', '101', 'risky_profile_employment_status']","['21201719', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201717', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201720', '101', 'risky_profile_age_new_user']"
"['21201718', '101', 'risky_profile_employment_status']","['21201722', '105', 'intentScore calculation pending']"
"['21201719', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201723', '107', 'BANK_STMT_REQUIRED']"
"['21201720', '101', 'risky_profile_age_new_user']","['21201724', '105', 'intentScore calculation pending']"
"['21201722', '105', 'intentScore calculation pending']","['21201725', '105', 'intentScore calculation pending']"
"['21201723', '107', 'BANK_STMT_REQUIRED']","['21201726', '101', 'risky_profile_employment_status']"
"['21201724', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201727', '101', 'risky_profile_employment_status']"
"['21201725', '105', 'intentScore calculation pending']","['21201729', '105', 'intentScore calculation pending']"
"['21201726', '101', 'risky_profile_employment_status']","['21201730', '105', 'intentScore calculation pending']"
"['21201727', '101', 'risky_profile_employment_status']","['21201731', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201729', '110', 'REJECTED_BY_CATEGORY_AGG_QUERY']","['21201733', '105', 'intentScore calculation pending']"
"['21201730', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201734', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201731', '110', 'Default Reject value -111 found for capacity Feature Capacity_Amount_Level1']","['21201735', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201733', '105', 'intentScore calculation pending']","['21201736', '105', 'intentScore calculation pending']"
"['21201734', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201737', '101', 'risky_profile_employment_status']"
"['21201735', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201738', '105', 'intentScore calculation pending']"
"['21201736', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201740', '105', 'intentScore calculation pending']"
"['21201737', '101', 'risky_profile_employment_status']","['21201743', '105', 'intentScore calculation pending']"
"['21201738', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201744', '105', 'intentScore calculation pending']"
"['21201740', '110', 'REJECTED_BY_CATEGORY_AGG_QUERY']","['21201746', '107', 'BANK_STMT_REQUIRED']"
"['21201743', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201747', '105', 'intentFeature calculation pending']"
"['21201744', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201749', '101', 'risky_profile_employment_status']"
"['21201746', '107', 'BANK_STMT_REQUIRED']","['21201751', '101', 'risky_profile_employment_status']"
"['21201747', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201754', '101', 'risky_profile_employment_status']"
"['21201749', '101', 'risky_profile_employment_status']","['21201755', '110', 'REJECTED_BY_CATEGORY_AGG_QUERY']"
"['21201751', '101', 'risky_profile_employment_status']","['21201757', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201754', '101', 'risky_profile_employment_status']","['21201758', '105', 'intentScore calculation pending']"
"['21201755', '110', 'REJECTED_BY_CATEGORY_AGG_QUERY']","['21201759', '105', 'intentScore calculation pending']"
"['21201757', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201760', '101', 'risky_profile_monthly_income']"
"['21201758', '110', 'Default Reject value -111 found for capacity Feature Capacity_Amount_Level1']","['21201761', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201759', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201763', '101', 'risky_profile_employment_status']"
"['21201760', '101', 'risky_profile_monthly_income']","['21201765', '105', 'intentScore calculation pending']"
"['21201761', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201766', '101', 'risky_profile_employment_status']"
"['21201763', '101', 'risky_profile_employment_status']","['21201767', '101', 'risky_profile_employment_status']"
"['21201765', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201772', '105', 'intentScore calculation pending']"
"['21201766', '101', 'risky_profile_employment_status']","['21201773', '101', 'risky_profile_employment_status']"
"['21201767', '101', 'risky_profile_employment_status']","['21201782', '101', 'risky_profile_employment_status']"
"['21201772', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201783', '105', 'intentScore calculation pending']"
"['21201773', '101', 'risky_profile_employment_status']","['21201785', '101', 'risky_profile_age_new_user']"
"['21201782', '101', 'risky_profile_employment_status']","['21201786', '105', 'intentScore calculation pending']"
"['21201783', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201787', '101', 'risky_profile_age_new_user']"
"['21201785', '101', 'risky_profile_age_new_user']","['21201791', '101', 'risky_profile_age_new_user']"
"['21201786', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201792', '107', 'BANK_STMT_REQUIRED']"
"['21201787', '101', 'risky_profile_age_new_user']","['21201794', '105', 'intentScore calculation pending']"
"['21201791', '101', 'risky_profile_age_new_user']","['21201796', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']"
"['21201792', '107', 'BANK_STMT_REQUIRED']","['21201798', '107', 'BANK_STMT_REQUIRED']"
"['21201794', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201799', '101', 'risky_profile_age_new_user']"
"['21201796', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201800', '101', 'risky_profile_age_new_user']"
"['21201798', '107', 'BANK_STMT_REQUIRED']","['21201801', '113', 'risky_apps_feature']"
"['21201799', '101', 'risky_profile_age_new_user']","['21201802', '101', 'risky_profile_employment_status']"
"['21201800', '101', 'risky_profile_age_new_user']","['21201803', '107', 'BANK_STMT_REQUIRED']"
"['21201801', '113', 'risky_apps_feature']","['21201804', '101', 'risky_profile_employment_status']"
"['21201802', '101', 'risky_profile_employment_status']","['21201806', '107', 'BANK_STMT_REQUIRED']"
"['21201803', '107', 'BANK_STMT_REQUIRED']","['21201808', '101', 'risky_profile_employment_status']"
"['21201804', '101', 'risky_profile_employment_status']","['21201810', '101', 'risky_profile_employment_status']"
"['21201806', '107', 'BANK_STMT_REQUIRED']","['21201811', '101', 'risky_profile_employment_status']"
"['21201808', '101', 'risky_profile_employment_status']","['21201814', '105', 'intentScore calculation pending']"
"['21201810', '101', 'risky_profile_employment_status']","['21201815', '103', 'risky_overdue_wilful_settled_acc_last_5_years_experian']"
"['21201811', '101', 'risky_profile_employment_status']","['21201818', '107', 'BANK_STMT_REQUIRED']"
"['21201814', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201820', '31662', 'CATEGORY_NULL']"
"['21201815', '103', 'risky_overdue_wilful_settled_acc_last_5_years_experian']","['21201822', '105', 'intentScore calculation pending']"
"['21201818', '107', 'BANK_STMT_REQUIRED']","['21201825', '105', 'intentFeature calculation pending']"
"['21201820', '31662', 'CATEGORY_NULL']","['21201826', '101', 'risky_profile_age_new_user']"
"['21201822', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201830', '105', 'intentScore calculation pending']"
"['21201825', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201831', '101', 'risky_profile_age_new_user']"
"['21201826', '101', 'risky_profile_age_new_user']","['21201832', '101', 'risky_profile_employment_status']"
"['21201830', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201834', '105', 'intentScore calculation pending']"
"['21201831', '101', 'risky_profile_age_new_user']","['21201838', '25031', 'null']"
"['21201832', '101', 'risky_profile_employment_status']","['21201839', '107', 'BANK_STMT_REQUIRED']"
"['21201834', '110', 'REJECTED_BY_CATEGORY_AGG_QUERY']","['21201840', '105', 'intentScore calculation pending']"
"['21201838', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201841', '101', 'risky_profile_age_new_user']"
"['21201839', '107', 'BANK_STMT_REQUIRED']","['21201842', '105', 'intentScore calculation pending']"
"['21201840', '110', 'Default Reject value -222 found for capacity Feature Capacity_Amount_Level1']","['21201844', '107', 'BANK_STMT_REQUIRED']"
